[2025-09-03--14-04-57 INFO actix_server::builder] starting 5 workers
[2025-09-03--14-04-57 INFO actix_server::server] Tokio runtime found; starting in existing Tokio runtime
[2025-09-03--14-04-57 INFO actix_server::server] starting service: "actix-web-service-127.0.0.1:18488", workers: 5, listening on: 127.0.0.1:18488
[2025-09-03--14-04-58 INFO parity_ws] Listening for new connections on 127.0.0.1:8900.
[2025-09-03--14-15-00 INFO actix_web::middleware::logger] 127.0.0.1 "GET / HTTP/1.1" 200 6754 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.013638
[2025-09-03--14-15-00 INFO actix_web::middleware::logger] 127.0.0.1 "GET /assets/txtx.png HTTP/1.1" 200 4197 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.000128
[2025-09-03--14-15-00 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/css/fd671620ab0cb221.css HTTP/1.1" 200 25057 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.002983
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/webpack-137c9684d73de8de.js HTTP/1.1" 200 4665 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.000652
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/main-app-3e881fb742a87abf.js HTTP/1.1" 200 219 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.000365
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/c16f53c3-d20dab724af58680.js HTTP/1.1" 200 2698 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.000950
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5384-f8b44dae683dcd51.js HTTP/1.1" 200 13121 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.001877
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/809-ead11da64a319903.js HTTP/1.1" 200 15763 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.004465
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5964-bac2686a39d63815.js HTTP/1.1" 200 44320 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.007396
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/4bd1b696-cc729d47eba2cee4.js HTTP/1.1" 200 55434 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.012825
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/8480-59ad18cac05758cc.js HTTP/1.1" 200 10196 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.001753
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1708-95ebc3a93bba3f4c.js HTTP/1.1" 200 39418 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.004570
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5697-ddf28cf287ee8cd2.js HTTP/1.1" 200 7606 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.007841
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/layout-c8715056220e1caf.js HTTP/1.1" 200 9274 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.008878
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/9641-55796bcb730cb70a.js HTTP/1.1" 200 7391 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.007226
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/1591-1bc70b2a9bf1c8cb.js HTTP/1.1" 200 34782 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.002517
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/5108-4d8a2e695965c151.js HTTP/1.1" 200 18939 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.001864
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /_next/static/chunks/app/page-f3d1dfe24e6f7451.js HTTP/1.1" 200 9959 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.001187
[2025-09-03--14-15-01 INFO actix_web::middleware::logger] 127.0.0.1 "GET /favicon.ico HTTP/1.1" 200 1748 "http://127.0.0.1:18488/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" 0.000098
